name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes,production,attraction
,0,49716054.0,,7,0,,residential,0,-76.986613,38.919264,,,,0.0,0.0
,1,49716063.0,,7,0,,residential,0,-76.986565,38.919599,,,,0.0,0.0
,2,49716066.0,,7,0,,residential,0,-76.986272,38.91998,,,,0.0,0.0
,3,49716082.0,,7,0,,residential,0,-76.9853057,38.9210835,,,,0.0,0.0
,4,49716093.0,,7,0,,residential,0,-76.984546,38.921373,,,,0.0,0.0
,5,49716098.0,,7,0,,residential,0,-76.983805,38.922018,,,,0.0,0.0
,6,49716102.0,,7,0,,secondary,0,-76.9830385,38.9227003,,,,0.0,0.0
,7,49716129.0,,36,0,,residential,0,-76.932224,38.888994,,,,0.0,0.0
,8,49716137.0,,36,0,,residential,0,-76.929914,38.88869,,,,0.0,0.0
,9,49717383.0,,34,0,,residential,0,-76.950089,38.88991,,,,0.0,0.0
,10,49717919.0,,24,0,,secondary,0,-76.93748790000002,38.9081058,,,,0.0,0.0
,11,49718911.0,,25,0,,tertiary,0,-76.9819388,38.9007422,,,,0.0,0.0
,12,49718928.0,traffic_signals,25,1,,tertiary,0,-76.9828882,38.9007391,0.0,,,0.0,0.0
,13,49718930.0,,25,0,,residential,0,-76.98571899999997,38.898909,,,,0.0,0.0
,14,49719230.0,traffic_signals,14,1,,secondary,0,-76.97854009999998,38.9171666,,,,0.0,0.0
,15,49719235.0,,14,0,,secondary,0,-76.9785454,38.9172743,,,,0.0,0.0
,16,49719256.0,,14,0,,secondary,0,-76.97788100000002,38.9174611,,,,0.0,0.0
,17,49719262.0,,14,0,,secondary,0,-76.9777958,38.9173744,,,,0.0,0.0
,18,49719266.0,traffic_signals,14,1,,secondary,0,-76.9777585,38.9172903,1.0,,,0.0,0.0
,19,49720010.0,,28,0,,motorway,0,-76.951948,38.895636,,,,0.0,0.0
,20,49720020.0,,28,0,,motorway,0,-76.9523385,38.8954791,,,,0.0,0.0
,21,49720026.0,,28,0,,motorway,0,-76.9525101,38.8954645,,,,0.0,0.0
,22,49721474.0,,29,0,,motorway,0,-76.9445568,38.9014703,,,,0.0,0.0
,23,49721699.0,motorway_junction,33,0,,motorway,0,-76.9615948,38.8895502,,,,0.0,0.0
,24,49722419.0,,9,0,,residential,0,-76.966981,38.920898,,,,0.0,0.0
,25,49722433.0,,9,0,,residential,0,-76.966388,38.921081,,,,0.0,0.0
