o_zone_id,d_zone_id,dist_km,volume
19.0,19.0,0.0,0.0
19.0,22.0,1.7971168814471736,15.502438876258035
19.0,25.0,3.7631378411785024,0.0
19.0,54.0,2.348705415089931,0.0
19.0,55.0,2.1456664238495726,0.0
19.0,59.0,4.341307621443523,0.0
19.0,61.0,3.810073027080224,0.0
19.0,67.0,3.759256990703991,0.0
19.0,69.0,2.3234614101054936,0.0
19.0,72.0,1.854775896893534,17.580759389172954
19.0,78.0,2.6928322781950476,0.0
19.0,108.0,3.9651449260427376,0.0
19.0,110.0,3.763035374541735,8.567160109044186
19.0,112.0,2.7230541430378756,0.0
19.0,113.0,1.958081611218517,2.1674967192629673
19.0,114.0,1.9495346602553818,0.0
19.0,118.0,1.8734648235955405,8.768437753993297
19.0,119.0,0.8338547207446187,93.67618197930169
19.0,147.0,1.3442612475515079,32.97179710310043
19.0,187.0,2.4753168668439884,2.024382904932888
19.0,204.0,2.557793316712735,36.047464942011416
19.0,220.0,1.7220731112161598,17.896626483663194
19.0,235.0,3.435445702210941,46.46549722282987
19.0,239.0,1.7558223691531303,20.042518420147236
19.0,273.0,1.6556752701265307,22.571975498454055
19.0,281.0,2.2921736100398826,0.0
19.0,289.0,1.9492436480292008,0.0
19.0,443.0,2.338703588167202,0.0
19.0,461.0,3.78058086325431,0.0
19.0,467.0,3.7691700361103577,0.0
19.0,495.0,4.149974383319081,19.567186715922002
19.0,497.0,4.188260808379014,0.0
19.0,501.0,2.693400606626882,0.0
19.0,601.0,0.6834209589323921,18.12547695693363
19.0,614.0,2.869910978828706,48.06947753324303
19.0,636.0,1.114065007091647,34.04636535610393
19.0,639.0,2.2539302080849435,41.68334329577609
19.0,640.0,2.584063018505013,0.0
19.0,641.0,2.4868057479319616,12.128021963424612
19.0,642.0,1.6494494452871924,18.072775453983045
19.0,643.0,1.624959437879292,0.0
19.0,644.0,1.9461817247169202,49.93153341099797
19.0,645.0,1.6487757706558477,6.777907774521329
19.0,646.0,1.6371147059077475,40.73159985712703
19.0,647.0,2.487139515451223,8.08499435018504
19.0,648.0,0.7465895632366197,100.02620307507091
19.0,649.0,1.9998548850725024,12.932869380616653
19.0,650.0,1.9014466785703257,0.0
19.0,651.0,1.1983526433881309,33.64610358213861
19.0,652.0,1.6672956771377976,11.26829177382162
19.0,653.0,1.0743198803722482,14.673463037418752
19.0,654.0,1.166986358629226,26.552494979561466
19.0,655.0,0.6254891917688103,57.474879039564776
19.0,656.0,0.4129772321672304,70.30506562704281
19.0,658.0,3.684190154839818,0.0
19.0,661.0,3.600340700713793,40.241065290780746
19.0,674.0,1.3305151382475258,68.42836303458913
19.0,675.0,1.763285193278501,4.4494290625312365
19.0,678.0,3.7067742815977516,18.984351873745748
19.0,686.0,1.8782653501983535,30.66984661505107
19.0,689.0,1.8698824552914994,35.09055224931743
19.0,692.0,0.8438343978792199,45.50546214891613
19.0,707.0,1.763199321049228,8.898960785646347
19.0,710.0,3.2231502692191167,25.714599916006307
19.0,713.0,1.5818110100449296,20.518905359788697
19.0,715.0,1.8622204374078026,0.0
19.0,716.0,1.312656676549833,63.86652073346462
19.0,718.0,1.1629662480843388,4.83044750128285
19.0,725.0,1.0368431410950065,34.42070486325429
22.0,19.0,1.7971168814471736,16.985880916765332
22.0,22.0,0.0,0.0
22.0,25.0,4.955750990707391,0.0
22.0,54.0,0.6007089025932707,0.0
22.0,55.0,0.4195873613283359,0.0
22.0,59.0,5.406662157031643,0.0
22.0,61.0,4.994120164742969,0.0
