name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
Tucson-Benson Highway,0,5053144,0,1,1,63.75,2,104,,motorway,1,"LINESTRING (-110.8577129 32.1145247, -110.8582601 32.1148621)",auto,0,0,,
Tucson-Benson Highway,1,5053145,1,2,1,801.81,2,104,,motorway,1,"LINESTRING (-110.8582601 32.1148621, -110.8651149 32.1191390)",auto,0,0,,
Tucson-Benson Highway,2,5053145,2,3,1,488.62,2,104,,motorway,1,"LINESTRING (-110.8651149 32.1191390, -110.8658052 32.1195724, -110.8680756 32.1209992, -110.8692821 32.1217572)",auto,0,0,,
Tucson-Benson Highway,3,5053175,4,5,1,64.72,2,104,,motorway,1,"LINESTRING (-110.8749170 32.1252939, -110.8754767 32.1256317)",auto,0,0,,
Tucson-Benson Highway,4,5053177,5,6,1,548.18,2,104,,motorway,1,"LINESTRING (-110.8754767 32.1256317, -110.8801518 32.1285695)",auto,0,0,,
Tucson-Benson Highway,5,5053177,6,7,1,62.42,2,104,,motorway,1,"LINESTRING (-110.8801518 32.1285695, -110.8806874 32.1289003)",auto,0,0,,
Tucson-Benson Highway,6,5053184,8,9,1,46.77,2,104,,motorway,1,"LINESTRING (-110.8872840 32.1341622, -110.8875262 32.1345304)",auto,0,0,,
Tucson-Benson Highway,7,5053192,10,11,1,75.83,2,104,,motorway,1,"LINESTRING (-110.9096537 32.1575157, -110.9089884 32.1571314)",auto,0,0,,
Tucson-Benson Highway,8,5053193,12,10,1,701.51,2,104,,motorway,1,"LINESTRING (-110.9158656 32.1609985, -110.9096537 32.1575157)",auto,0,0,,
Tucson-Benson Highway,9,5053204,13,14,1,51.85,2,104,,motorway,1,"LINESTRING (-110.9179092 32.1621504, -110.9174518 32.1618908)",auto,0,0,,
Tucson-Benson Highway,10,5053204,14,15,1,15.65,2,104,,motorway,1,"LINESTRING (-110.9174518 32.1618908, -110.9173155 32.1618103)",auto,0,0,,
Tucson-Benson Highway,11,5053205,16,17,1,34.14,2,104,,motorway,1,"LINESTRING (-110.9204199 32.1635623, -110.9201174 32.1633931)",auto,0,0,,
Tucson-Benson Highway,12,5053207,18,19,1,48.09,2,104,,motorway,1,"LINESTRING (-110.9265558 32.1670139, -110.9261301 32.1667749)",auto,0,0,,
Tucson-Benson Highway,13,5053209,20,21,1,57.33,3,104,,motorway,1,"LINESTRING (-110.9617505 32.1853513, -110.9611676 32.1852037)",auto,0,0,,
South Freeway,14,5053271,22,23,1,854.17,3,104,,motorway,1,"LINESTRING (-110.9791723 32.1993026, -110.9791070 32.1989888, -110.9790281 32.1986806, -110.9789278 32.1983122, -110.9788070 32.1979092, -110.9786972 32.1975734, -110.9785631 32.1971717, -110.9784130 32.1967707, -110.9781729 32.1961727, -110.9779968 32.1957646, -110.9778095 32.1953619, -110.9773425 32.1944087, -110.9759721 32.1921308)",auto,0,0,,
South Freeway,15,5053277,24,22,1,47.1,3,104,,motorway,1,"LINESTRING (-110.9792700 32.1997193, -110.9791723 32.1993026)",auto,0,0,,
North Sandario Road,16,5072114,25,26,1,1666.54,1,64,,secondary,4,"LINESTRING (-111.2165499 32.3426218, -111.2165538 32.3423751, -111.2165516 32.3419894, -111.2165533 32.3417935, -111.2165518 32.3413986, -111.2165502 32.3408883, -111.2165503 32.3408307, -111.2165502 32.3406935, -111.2165508 32.3403472, -111.2165514 32.3399605, -111.2165519 32.3396816, -111.2165447 32.3390004, -111.2165394 32.3387078, -111.2165359 32.3382472, -111.2165392 32.3380407, -111.2165389 32.3366826, -111.2165389 32.3364592, -111.2165385 32.3363315, -111.2165522 32.3354971, -111.2165853 32.3353217, -111.2166695 32.3350459, -111.2167490 32.3348260, -111.2168686 32.3345615, -111.2173892 32.3334098, -111.2175925 32.3329588, -111.2180403 32.3319558, -111.2181062 32.3317225, -111.2181546 32.3312885, -111.2181510 32.3308215, -111.2181442 32.3299145, -111.2181392 32.3293380, -111.2181500 32.3278201)",auto,1,0,,
North Sandario Road,17,5072114,26,25,1,1666.54,1,64,,secondary,4,"LINESTRING (-111.2181500 32.3278201, -111.2181392 32.3293380, -111.2181442 32.3299145, -111.2181510 32.3308215, -111.2181546 32.3312885, -111.2181062 32.3317225, -111.2180403 32.3319558, -111.2175925 32.3329588, -111.2173892 32.3334098, -111.2168686 32.3345615, -111.2167490 32.3348260, -111.2166695 32.3350459, -111.2165853 32.3353217, -111.2165522 32.3354971, -111.2165385 32.3363315, -111.2165389 32.3364592, -111.2165389 32.3366826, -111.2165392 32.3380407, -111.2165359 32.3382472, -111.2165394 32.3387078, -111.2165447 32.3390004, -111.2165519 32.3396816, -111.2165514 32.3399605, -111.2165508 32.3403472, -111.2165502 32.3406935, -111.2165503 32.3408307, -111.2165502 32.3408883, -111.2165518 32.3413986, -111.2165533 32.3417935, -111.2165516 32.3419894, -111.2165538 32.3423751, -111.2165499 32.3426218)",auto,1,0,,
North Sandario Road,18,5072114,26,27,1,81.79,1,64,,secondary,4,"LINESTRING (-111.2181500 32.3278201, -111.2181427 32.3274430, -111.2181432 32.3270823)",auto,1,0,,
North Sandario Road,19,5072114,27,26,1,81.79,1,64,,secondary,4,"LINESTRING (-111.2181432 32.3270823, -111.2181427 32.3274430, -111.2181500 32.3278201)",auto,1,0,,
,20,16874013,28,29,1,316.88,2,,,motorway,1,"LINESTRING (-111.0242795 32.2882989, -111.0246379 32.2888118, -111.0247755 32.2889995, -111.0250013 32.2892911, -111.0251946 32.2895538, -111.0253788 32.2898035, -111.0255321 32.2900166, -111.0260342 32.2907378)",auto,0,1,,
,21,16875333,30,31,1,338.09,2,,,motorway,1,"LINESTRING (-110.9790012 32.2076163, -110.9792564 32.2106587)",auto,0,1,,
,22,16875347,32,33,1,646.74,1,,,motorway,1,"LINESTRING (-110.9863270 32.1632950, -110.9862720 32.1631343, -110.9861476 32.1614969, -110.9861324 32.1613035, -110.9861221 32.1611109, -110.9861197 32.1609612, -110.9861186 32.1608072, -110.9861219 32.1606680, -110.9861304 32.1604872, -110.9861403 32.1603099, -110.9861502 32.1601738, -110.9861862 32.1596991, -110.9862453 32.1589473, -110.9863240 32.1574759)",auto,0,1,,
,23,16875855,34,35,1,396.21,,,,motorway,1,"LINESTRING (-111.1342844 32.4031924, -111.1332516 32.4022807, -111.1323570 32.4015045, -111.1314670 32.4007490, -111.1313331 32.4006419)",auto,0,1,,
,24,16875856,36,37,1,643.36,,,,motorway,1,"LINESTRING (-111.1314142 32.4019069, -111.1323627 32.4024649, -111.1330852 32.4029150, -111.1337958 32.4033656, -111.1345744 32.4038920, -111.1350958 32.4042493, -111.1359181 32.4047831, -111.1368782 32.4053970)",auto,0,1,,
,25,16876561,38,39,1,331.55,1,,,motorway,1,"LINESTRING (-110.9446767 32.1769661, -110.9446974 32.1767817, -110.9447226 32.1765970, -110.9447531 32.1764886, -110.9448171 32.1763847, -110.9449244 32.1762951, -110.9450213 32.1762472, -110.9451310 32.1762207, -110.9452294 32.1762144, -110.9453412 32.1762296, -110.9454395 32.1762560, -110.9455396 32.1762951, -110.9456394 32.1763506, -110.9457407 32.1764175, -110.9458681 32.1765253, -110.9459640 32.1766495, -110.9460385 32.1768009, -110.9460856 32.1769373, -110.9460951 32.1770657, -110.9460861 32.1771944, -110.9460588 32.1772980, -110.9460057 32.1773910, -110.9459307 32.1774654, -110.9458442 32.1775134, -110.9457518 32.1775436, -110.9456594 32.1775613, -110.9455730 32.1775613)",auto,0,1,,
,26,16878275,40,41,1,72.42,,,,motorway,1,"LINESTRING (-110.9859488 32.1330675, -110.9859883 32.1333182, -110.9860483 32.1334741, -110.9861721 32.1336857)",auto,0,1,,
,27,16878276,40,42,1,112.13,,,,motorway,1,"LINESTRING (-110.9859488 32.1330675, -110.9858753 32.1333877, -110.9858380 32.1337309, -110.9857916 32.1337900, -110.9857729 32.1337998, -110.9857034 32.1338363, -110.9854990 32.1338879)",auto,0,1,,
East Benson Highway,28,16878323,43,44,1,55.87,,,,secondary,4,"LINESTRING (-110.9681741 32.1865915, -110.9679328 32.1865919, -110.9679129 32.1865916, -110.9675815 32.1865870)",auto,0,0,,
,29,16878361,45,46,1,598.98,1,,,motorway,1,"LINESTRING (-110.9859381 32.1577331, -110.9857448 32.1587678, -110.9856612 32.1592145, -110.9855642 32.1597146, -110.9855175 32.1599599, -110.9854963 32.1600498, -110.9854751 32.1601289, -110.9854441 32.1602232, -110.9853280 32.1604801, -110.9852448 32.1606499, -110.9851324 32.1608217, -110.9848741 32.1611151, -110.9843290 32.1616287, -110.9841442 32.1618159, -110.9840275 32.1619404, -110.9839174 32.1620859, -110.9838282 32.1622389, -110.9837687 32.1624126, -110.9837209 32.1626440)",auto,0,1,,
,30,16878622,3,47,1,160.26,1,,,motorway,1,"LINESTRING (-110.8692821 32.1217572, -110.8700515 32.1223456, -110.8702925 32.1225257, -110.8704228 32.1226279, -110.8705381 32.1227302)",auto,0,1,,
,31,16878702,48,49,1,197.48,2,,,motorway,1,"LINESTRING (-110.9837868 32.2369398, -110.9844271 32.2386362)",auto,0,1,,
,32,16878703,50,51,1,472.37,2,,,motorway,1,"LINESTRING (-110.9864127 32.2418006, -110.9854002 32.2392632, -110.9850208 32.2377143)",auto,0,1,,
,33,16878907,52,53,1,708.44,,72,,trunk,2,"LINESTRING (-110.9046870 32.1901374, -110.9043349 32.1902083, -110.9039478 32.1903834, -110.9036452 32.1906189, -110.9030920 32.1914452, -110.9025139 32.1923557, -110.9023340 32.1926629, -110.9020589 32.1930190, -110.9016691 32.1933603, -110.9013225 32.1935896, -110.9009345 32.1937738, -110.9007086 32.1938574, -110.9001707 32.1940570, -110.8994344 32.1942996)",auto,0,1,,
,34,16880025,54,55,1,317.83,,,,motorway,1,"LINESTRING (-110.8717160 32.1227747, -110.8715403 32.1226885, -110.8713796 32.1226055, -110.8710869 32.1224362, -110.8704578 32.1220709, -110.8689019 32.1211989)",auto,0,1,,
